1.1887,1.1313,0.30909,0.20574,-0.33071,-0.27991,0.52367,1.6015,0.58516,0.76781,0.16429,0.22367
1.3048,1.6809,0.42522,-0.053555,-0.19697,-0.57879,0.21637,1.6403,1.0791,0.58334,0.50563,0.46915
0.88327,0.70516,0.22547,0.086638,0.25798,-0.02668,-0.31205,0.4243,-0.0066843,0.065351,0.077032,-0.10595
0.68853,1.3137,0.44667,0.84599,0.26944,0.55062,0.84651,0.81502,0.01411,0.042978,-0.1124,0.14244
0.56954,0.88153,-0.043247,0.46952,0.66249,0.026172,0.38074,1.2749,0.61458,0.20042,0.074037,0.0014257
0.15787,1.1901,0.44937,0.16442,0.2814,0.039834,0.79184,0.86974,0.21077,0.044544,-0.2947,-0.46387
0.6225,0.51978,-0.19131,-0.1915,0.60906,0.1876,0.078226,0.62403,0.2412,0.22366,0.82361,0.53786
-0.16194,0.73158,0.26796,0.015789,-0.33483,-0.55631,0.19409,1.1211,1.0715,0.92618,0.5596,0.61457
0.23675,0.57635,-1.0114,-0.31397,0.30141,-0.26296,-0.47369,0.49016,-0.47973,-0.69426,-0.33775,-0.014836
1.5701,1.4318,0.58594,0.33507,0.18222,-0.74739,-0.91757,0.22015,0.67373,0.32879,0.23046,-0.10108
0.51173,0.95089,-0.44028,0.62296,0.87897,-0.27224,-0.21222,0.45727,0.28379,0.4807,0.78167,0.28026
1.0902,1.5199,-0.16604,-0.20745,0.6176,0.10114,-0.25843,0.3291,0.34367,0.011611,0.80177,0.70458
1.1052,0.61058,0.13619,0.93445,0.28174,-0.028816,-0.0056,0.92554,0.92406,0.26627,0.25658,0.55906
0.17197,0.50279,-0.16397,-0.03674,0.14506,0.13585,1.0529,1.5339,1.0543,0.96685,1.0645,0.23012
0.51322,0.95086,0.21965,0.53744,0.37513,-0.38336,0.10654,1.2228,0.8521,0.25277,0.33974,0.41187
0.70924,0.96098,0.14339,-0.02902,-0.13106,-0.37373,0.15146,0.48689,-0.063813,-0.30207,0.55964,0.5221
1.0946,0.90471,0.42698,-0.3883,-0.21462,-0.018915,-0.27719,1.0072,0.81533,0.53425,0.20071,0.67595
-0.2477,0.60305,-0.64373,-0.04097,-0.15233,-0.2381,0.22706,0.56107,0.19897,0.15265,-0.057076,0.012361
0.60075,1.2367,-0.27115,0.26352,0.7399,-0.28282,0.74179,0.84479,0.78284,0.27418,0.41012,0.31712
1.2479,1.568,-0.60601,0.10994,0.753,-0.45987,-0.33538,0.27549,0.3264,0.29263,-0.21075,-0.17556
3.5809,3.9164,1.5967,0.94095,0.28908,-1.334,-0.26668,-0.040376,0.072155,-0.77956,-0.096562,0.48977
3.1753,3.3308,1.0929,0.23227,0.25146,-1.6661,0.10005,-0.23576,0.63623,0.68974,0.39946,0.065452
3.8495,4.1952,0.059092,0.25525,0.7618,-1.379,-0.24609,-0.68632,0.4244,0.12329,0.27995,0.016717
3.7874,3.3399,0.27029,0.37427,0.21756,-1.3497,-0.74303,-0.93268,0.46122,0.27002,0.23298,-0.31831
3.0089,4.6161,-0.21286,0.14612,0.32321,-1.2423,-0.12387,-0.78504,0.65502,-0.087941,0.3408,0.19413
2.4129,4.0143,-0.17497,0.72417,0.74037,-1.1467,-0.16274,-0.44957,0.17897,0.2079,0.18854,-0.036463
2.3039,4.668,-0.49755,0.56149,0.57541,-1.9091,0.22826,-0.32644,0.70622,0.48938,0.23452,0.0078937
2.3508,5.137,-0.5142,0.78863,0.37805,-1.9927,-0.17811,-0.17127,0.62688,0.54354,0.72809,-0.4312
2.0489,4.3141,-0.59579,0.46924,0.50611,-1.2434,0.11787,-0.63941,1.0543,0.62874,0.15659,-0.2816
1.5269,4.7232,-0.36656,1.241,0.12069,-1.383,-0.13169,-0.20773,0.27865,-0.16808,-0.032526,0.095129
0.19047,5.6749,-0.18051,0.52952,0.67882,-1.2103,0.33788,-0.28666,0.80559,0.070829,0.47025,-0.25938
0.51896,5.6535,-0.2555,0.077369,1.2275,-1.2303,-0.13456,-0.21552,1.3674,-0.16144,0.48989,0.25357
-0.24842,5.965,0.25775,1.4675,0.60419,-1.7765,-0.46775,0.074775,0.82508,0.74629,0.1172,-0.051744
-0.16823,6.0276,-0.53698,0.41748,0.74062,-0.82862,0.095516,0.13107,0.76104,0.31904,-0.056039,-0.16601
-0.36864,5.6432,-0.88597,0.84761,1.4895,-1.423,0.09949,-0.11717,0.39927,0.37742,-0.3075,0.17589
-0.41485,5.2909,-0.87513,0.41967,1.2685,-0.77159,0.61046,0.30717,0.5661,-0.044743,-0.25625,0.081015
-0.92916,5.412,-0.42257,0.45388,1.0783,-0.705,0.60777,0.54679,0.68936,-0.32222,-0.31981,-0.16461
-0.14917,4.7307,0.12045,-0.025561,1.0813,-1.2611,0.34889,-0.030966,0.64546,0.034218,0.24775,0.2449
1.0897,4.2946,-0.43246,-0.3836,1.3877,-1.4915,-0.62262,-0.24957,1.292,0.33993,0.093107,-0.10432
2.3446,3.7182,0.014289,-0.013597,0.0049061,-2.5053,-0.537,0.20913,0.55572,0.099868,-0.20501,-0.0019076
2.4895,2.4713,0.38225,0.56729,0.30194,-1.4884,-0.65987,-0.64551,0.86827,0.16956,0.21957,-0.46958
3.1575,1.8725,0.29248,-0.32601,0.50716,-1.3761,-0.62295,-0.39223,0.81608,0.12782,0.074823,-0.42672
3.7996,1.6084,0.69741,-0.31043,0.30105,-1.399,-0.47844,-0.37713,0.57182,0.16397,0.32612,-0.32953
3.9332,1.4517,0.76449,-0.49131,0.20932,-1.5477,-1.0726,-0.62173,0.94294,0.11669,0.64,-0.6404
3.9621,1.0622,0.80769,-1.1531,0.17025,-1.6169,-1.2095,-0.48567,0.93393,0.23737,0.81673,-0.69108
3.7851,0.78052,0.32582,-1.2435,0.10043,-1.6807,-0.99012,-0.57611,0.76907,0.28957,0.70633,-0.8981
3.9582,0.32069,0.3955,-1.5454,0.31614,-1.4212,-1.0422,-0.82326,0.95436,0.060068,0.70939,-1.1541
4.2914,0.51011,0.29191,-1.5938,0.25396,-0.81135,-1.1689,-0.63777,0.89851,0.10147,0.74269,-1.2643
4.5933,0.43875,0.30951,-1.691,0.26442,-0.44587,-1.0918,-0.78771,0.88824,0.1777,0.43981,-1.0841
4.9896,0.3447,0.30895,-1.5304,0.15895,-0.45552,-1.2674,-0.96532,0.94696,0.35033,0.51679,-0.86802
5.1769,0.39396,0.070462,-1.7042,0.15288,-0.30715,-1.4732,-1.1587,0.77851,0.97861,0.96353,-1.2106
5.293,0.31678,-0.014112,-1.6874,-0.33718,0.14992,-1.2641,-1.1613,0.82,1.0642,1.2931,-0.85889
5.648,-0.28116,0.29087,-1.9688,-0.38773,0.22997,-0.91266,-0.91497,-0.096914,0.84339,1.1369,-0.49513
5.7797,0.81489,0.40014,-1.463,-0.53648,0.09618,-0.92426,-0.66774,0.83473,1.1286,1.1611,-0.57126
5.4404,1.2838,0.083762,-1.4022,-0.60221,0.28494,-0.74399,0.030149,0.98114,0.56195,0.93371,0.41361
5.0898,1.7308,-0.79726,-2.1417,-0.75525,1.0872,-0.39046,0.0053919,0.78966,0.58467,0.69953,0.74403
6.5546,1.8463,-0.13053,-1.6741,-1.5564,1.23,-0.25093,-0.30917,0.50554,0.091808,1.0698,0.14385
6.6252,1.6639,-0.49913,-1.9666,-1.8174,0.89465,0.17879,-0.13355,0.35135,0.41864,1.2414,0.72764
6.0313,2.2132,-0.30486,-2.0762,-1.5421,0.50855,0.65273,0.66185,0.010646,0.23696,0.50159,0.56048
6.1973,2.1154,-1.1378,-1.4633,-1.8143,0.43415,0.43264,0.60241,-0.52882,1.1019,0.42038,0.42589
5.9432,3.3906,-1.2946,-2.4213,-1.204,1.0697,0.61109,0.040795,0.25063,0.30655,0.32745,0.56476
5.9921,2.2086,-1.2903,-1.8978,-1.9724,0.86934,0.17811,0.11846,0.13567,-0.19488,0.61417,0.044811
6.5538,2.729,-1.1562,-1.9848,-1.9969,0.63558,0.35823,0.23157,-0.016193,-0.36443,0.82525,0.19873
6.6696,2.2869,-1.1972,-2.6244,-2.3983,0.34157,0.5607,0.61217,-0.091078,-0.33691,0.83931,0.10104
6.4753,2.2158,-1.0173,-2.7226,-2.4507,0.21223,0.46645,0.70249,0.40048,-0.19541,0.37171,0.079024
6.9839,2.2071,-0.94756,-2.4779,-2.8524,0.37134,0.33084,0.96644,0.15024,-0.11407,0.43462,-0.12952
